Area,Year,SoyaBeansProd,SoyaBeansProdLogDiff,SoyaBeansProdSD2,SoyaBeansProdSD3,SoyaBeansProdSD4,Population,PopulGrowth,PopulationSD2,PopulLogDiff,MalePopul,MalePopulGrowth,MalePopulSD2,MalePopulLogDiff,RuralPopul,RuralPopulGrowth,RuralPopulSD2,RuralPopulLogDiff,AgriLandShare,AgriLand,IrrigationEquippedLand,TempChange,tas,tasmax,tasmin,tr,tnn,txx,pr,rx1day,rx5day,fd,CattleMeatProd,CattleMeatProdLogDiff,CattleMeatProdSD2,CattleMeatProdSD3,CattleMeatProdSD4,CattleRawMilkProd,CattleRawMilkProdLogDiff,CattleRawMilkProdSD2,CattleRawMilkProdSD3,CattleRawMilkProdSD4,ChickensMeatProd,ChickensMeatProdLogDiff,ChickensMeatProdSD2,ChickensMeatProdSD3,ChickensMeatProdSD4,PotatoesProd,PotatoesProdLogDiff,PotatoesProdSD2,PotatoesProdSD3,PotatoesProdSD4,MaizeProd,MaizeProdLogDiff,MaizeProdSD2,MaizeProdSD3,MaizeProdSD4,HenEggsProd,HenEggsProdLogDiff,HenEggsProdSD2,HenEggsProdSD3,HenEggsProdSD4
Ecuador,1979,29903,0.049964819,2578.111324,2007.963396,3076.71203,7922.49,2.69302959,150.8647673,0.011540966,3973.368,2.699095578,75.83366675,0.011566619,4194.599,0.858508763,25.4636223,0.003712543,22.35948562,6190,600,0.514,21.35,27.4,15.34,15,15.71,27.75,220.11,26.69,68.54,0.01,88259,-0.078114769,10273.55442,7843.880438,6420.16305,904500,0.009357393,13930.00359,19500.34188,899157.6479,20400,-0.00773245,254.5584412,2631.951367,3586.989824,254507,0.103801181,48588.84247,68541.07362,72860.51648,217870,0.045043279,16836.21246,32012.2267,46553.44036,39143,0.059050236,4031.21576,3393.257186,4225.064053
Ecuador,1980,33549,-0.004750845,258.0939751,2346.818769,10498.02402,8135.845,2.66422234,153.2703446,0.011419122,4080.613,2.668569649,76.99968583,0.011437512,4230.61,0.799151895,23.90657317,0.003456878,23.39979772,6478,620,0.496,21.24,27.3,15.23,15.77,15.99,27.64,229.95,27.68,72.26,0.01,73730,0.01242585,1513.208512,2332.580831,3224.276405,924200,0.00897594,13647.16088,1032491.716,925055.02,20040,0.091993222,3343.200861,3765.247402,4423.097557,323222,0.08332957,48342.76931,48262.79502,50469.43113,241680,0.065844098,27976.6798,41159.16123,42761.70872,44844,0.003261107,239.002092,2559.206387,5303.193275
Ecuador,1981,33184,0.052163442,2994.597218,12437.28501,13992.73919,8352.602,2.63396963,155.5670274,0.011291127,4189.507,2.636563204,78.10630794,0.011302101,4264.419,0.733534861,22.11900722,0.003174074,24.41482445,6759,640,0.028,21.21,27.17,15.3,15.14,15.73,27.46,229.03,25.62,68.83,0.01,75870,0.01419058,1781.909089,2666.31456,3132.010802,943500,0.460162171,1257660.121,927911.7972,787302.489,24768,0.045125789,1917.673591,2845.020914,5067.752164,391589,0.026697967,17556.04716,53419.35433,44305.09555,281245,0.06143071,30216.79408,47353.3413,45408.89193,45182,0.039077872,3008.032247,6462.643603,5683.818581
Ecuador,1982,37419,-0.42467463,16507.40781,17137.12661,20474.50114,8572.607,2.604411937,157.8729026,0.011166036,4299.966,2.605601998,79.22424376,0.011171073,4295.7,0.856647345,26.02082244,0.003704527,25.1408756,6960,660,0.595,21.83,27.79,15.91,16.38,16.33,27.18,285.08,32.79,85.03,0,78390,0.015295365,1986.970055,2318.771226,4263.433671,2722100,-0.074765262,304409.4693,221838.8229,298555.556,27480,0.044656135,2104.349781,4637.67528,7246.12807,416417,-0.122583589,72411.97703,53098.06283,50009.8301,323978,-0.149889924,66864.72434,55140.19208,56882.84851,49436,-0.128915993,8978.134801,6666.9973,5474.022371
Ecuador,1983,14074,0.528084017,23620.90203,24952.46341,26786.65161,8795.873,2.581960881,160.5881926,0.011070996,4412.006,2.581841457,80.54724055,0.011070491,4332.499,0.940104083,28.8004592,0.004063748,25.62852189,7095,680,1.176,22.27,28.36,16.23,16.83,16.62,27.74,346.28,39.13,103.88,0,81200,0.009469735,1265.721138,3804.694469,4106.055488,2291600,0.022580461,86479.15934,211979.0634,196004.292,30456,0.079523345,4327.493501,6710.418169,10330.65206,314011,0.093635069,53424.74575,55913.56303,46118.77427,229417,0.152378801,68181.35716,68787.28444,98125.39823,36739,0.03213993,1995.455337,3169.121224,6435.459968
Ecuador,1984,47479,0.122045502,10893.68707,14402.92642,43543.90536,9022.979,2.56380958,163.5764259,0.010994144,4525.917,2.562044333,81.99327392,0.010986669,4373.229,0.910997343,28.17113416,0.003938498,26.20647305,7255,700,0.024,21.14,27.05,15.27,14.02,15.38,26.78,251.55,28.28,73.81,0.02,82990,0.027917506,3896.158364,3541.708627,3960.758629,2413900,-0.081428781,291822.9686,225138.0095,200054.7092,36576,0.078872419,5150.565794,9003.649927,8218.399114,389565,0.03595136,23773.63709,19677.54787,28281.98444,325840,0.046436577,26001.02345,73162.39061,63999.01434,39561,0.036857191,2477.702161,6177.273185,5052.081378
Ecuador,1985,62885,0.083755431,9458.260305,44663.36754,40727.67776,9254.311,2.547839596,166.7251724,0.010926515,4641.873,2.543606859,83.48880476,0.010908589,4413.069,0.874584105,27.29149333,0.003781757,26.80248519,7420,720,-0.07,20.88,26.9,14.91,13.04,15.01,26.81,211.98,23.94,66.13,0.04,88500,0.005364739,777.8174593,2034.694817,6278.292675,2001200,0.010802196,35638.18177,30159.63086,179530.211,43860,0.094168472,7509.474016,5612.806784,5036.084193,423186,-0.036961445,24413.56873,34633.0551,37871.30328,362611,0.109764296,73729.31697,52976.50108,44701.10123,43065,0.078297943,6016.064494,4408.687371,3802.9992
Ecuador,1986,76261,0.2822288,49355.34622,36792.46665,34919.87891,9490.096,2.521365432,169.1965106,0.010814382,4759.944,2.513685035,84.60532637,0.010781845,4451.665,0.835372832,26.29588698,0.003612908,27.38043635,7580,740,0.194,21.18,27.14,15.28,14.54,15.51,26.71,262.74,31.21,79.34,0.02,89600,0.013566021,2010.304579,6659.3563,5655.64664,2051600,-0.011562421,38113.05551,202631.4635,311008.4069,54480,-0.017569364,1527.350647,1223.548936,2971.001851,388660,-0.040664741,24564.88958,25817.96375,21103.18594,466880,-0.034687696,25342.70704,34636.05753,38652.02852,51573,-0.056189995,4425.781343,3975.511414,3979.983626
Ecuador,1987,146060,-0.046140898,10410.02603,11275.13211,14755.9963,9729.376,2.470990945,169.9969555,0.010600936,4879.594,2.460266161,84.88887619,0.01055548,4488.853,0.788620166,25.03158005,0.0034115,27.88975582,7721,760,1.074,21.71,27.84,15.63,16.36,16.26,27.66,279.61,33.28,86.88,0,92443,0.043959148,6962.880474,4932.76829,4212.096588,1997700,0.074675951,265023.6216,335595.5502,706287.3485,52320,0.01689923,1467.953678,3599.686653,7824.960064,353920,-0.019723797,11111.47596,12199.78923,13144.78255,431040,-0.035047169,23630.09441,43845.55085,38378.97571,45314,-0.010839609,789.8382746,1458.42255,6074.03646
Ecuador,1988,131338,0.067695346,15665.24363,17865.88582,36775.85256,9969.788,2.411254883,169.9863489,0.010347688,4999.645,2.39873031,84.80190205,0.010294572,4524.253,0.742067254,23.73969596,0.003210858,27.90781679,7726,780,0.425,21,26.89,15.16,14.52,15.9,27,237.44,24.97,70.13,0.01,102290,-0.01909485,3111.269837,2200.521832,6845.818547,2372500,0.050865644,208455.0791,864824.1023,852427.2201,54396,0.037692743,3487.450645,7894.799301,9867.131004,338206,0.02980071,16986.1191,16030.29327,72111.45301,397622,0.085861918,61462.42853,45671.79054,49086.60409,44197,-0.017801652,1255.114537,7317.375417,7360.821212
Ecuador,1989,153492,0.035834223,9335.223725,45002.19332,36775.31507,10210.185,2.347185678,169.4595543,0.010075905,5119.573,2.333925114,84.49006796,0.010019632,4557.826,0.682891361,22.00869856,0.002955679,28.00534605,7753,800,-0.003,20.84,26.71,15.01,14.11,15.41,26.76,245.56,27.66,75.26,0.01,97890,0.009292071,1496.945056,8338.289533,8296.958856,2667300,-0.407413799,1147918.563,929019.9075,796180.2762,59328,0.070919137,7441.591765,8491.304984,9141.875191,362228,0.007579204,4509.219944,87179.04011,115499.82,484543,-0.017506878,13536.85222,23966.67687,25930.00631,42422,0.11974297,9523.314129,7837.669381,6451.160826
Ecuador,1990,166694,-0.302894203,59187.66601,42477.35003,35415.3162,10449.837,2.262638164,167.1897416,0.009716992,5239.06,2.249277542,83.3261702,0.009660248,4588.951,0.965994189,31.3453365,0.004175126,28.34128016,7846,820,0.503,21.41,27.34,15.53,14.79,15.69,27.25,235.29,27.54,71.11,0.01,100007,0.054099837,9381.185666,7640.724726,10627.89413,1043898,0.011890655,20489.12609,33593.33489,64455.99109,69852,0.037394098,4441.337693,5285.030022,4957.362362,368605,-0.235095458,108955.2555,141451.5398,120450.4074,465399,0.042315623,33678.78888,30307.28583,47547.68186,55890,0.001644234,149.9066376,1674.21066,1983.819464
Ecuador,1991,82990,0.21902418,38487.8221,33275.38251,45286.2084,10686.279,2.133043691,161.180041,0.009166275,5356.901,2.11990104,80.29975318,0.009110385,4633.28,1.144286553,37.48938732,0.004941355,28.58690941,7914,826,0.536,21.45,27.43,15.52,15.55,16,27.49,249.19,29.38,75.99,0,113274,-0.000253119,46.66904756,7388.425092,7832.57529,1072874,0.015119209,26875.71454,61146.53695,104571.5426,76133,0.023439962,2985.40483,2429.53027,11700.22203,214519,0.364920334,199768.2723,147355.9396,142175.0132,513028,0.007264784,6119.302084,37135.81594,37098.59118,56102,-0.023867465,2121.320344,2060.17119,1682.522313
Ecuador,1992,137420,0.018402283,4205.871134,30931.661,42037.6442,10914.222,2.00295541,154.5784921,0.008612755,5470.462,1.990106137,76.98130105,0.008558044,4686.298,1.09173595,36.17699714,0.004715654,28.727785,7953,832,0.873,21.58,27.51,15.69,15.15,15.97,27.63,277.21,32.88,83.08,0.01,113208,0.046624385,9072.180003,7862.830279,14685.16677,1110882,0.030805754,57742.33975,99672.35799,120458.9455,80355,-0.000151358,19.79898987,12504.83732,13426.83473,497034,-0.06449406,48501.86834,52460.4912,43284.0248,521682,0.046948148,42112.45146,34431.82313,28186.38526,53102,-0.007806602,668.923015,853.7267322,3549.453432
Ecuador,1993,143368,0.130724475,35604.94775,51384.42782,53065.30276,11132.829,1.929635316,151.9028001,0.00830047,5579.33,1.917291144,75.6406266,0.008247872,4737.46,1.026056157,34.37175353,0.004433399,28.80725329,7975,838,0.571,21.41,27.42,15.45,15.21,15.83,27.29,266.47,30.33,80.25,0.01,126038,0.005001869,1032.375901,12662.1447,14128.02311,1192542,0.040532313,82489.66288,95493.13149,103284.8069,80327,0.103738624,15325.12527,13462.76258,28637.35598,428442,0.093607962,72870.18223,51674.81789,54865.30156,581238,0.000121775,115.2584053,13817.09833,18796.03546,52156,0.013962072,1204.909955,4125.763606,3434.524324
Ecuador,1994,193721,-0.328331025,72663.70705,63504.20218,76087.11376,11347.652,1.88612587,151.3427715,0.008115049,5686.302,1.874346456,75.36414785,0.008064836,4786.069,0.95637986,32.3663987,0.004133769,29.36353128,8129,845,0.363,21.24,27.29,15.25,14.71,15.79,27.04,267.79,32.25,83.08,0,127498,0.06669952,14965.91502,13763.86829,12846.88764,1309200,0.023448306,51356.45841,60811.26113,167204.1886,102000,0.012589127,2121.320344,26117.97956,36270.68216,531496,-0.050451593,41218.66849,39240.09428,48645.03618,581401,-0.01831816,16979.75514,23018.27076,28461.81773,53860,0.046884901,4341.635636,3505.215162,3032.77101
Ecuador,1995,90959,-0.068424658,9375.528812,43751.32353,43352.83186,11561.683,1.846945639,150.9941678,0.007948009,5792.883,1.836011533,75.20646303,0.007901382,4831.842,0.887508325,30.3228601,0.003837396,29.28767519,8108,850,0.738,21.54,27.59,15.54,15.02,15.77,27.38,254.35,31,78.82,0.01,148663,0.013407248,3295.824707,3540.950767,4048.97806,1381829,0.014881735,34062.04076,167489.7193,178484.8788,105000,0.151013593,30874.40339,36378.35611,34761.29878,473204,0.063618808,52787.64254,59473.02197,48585.17349,557388,0.034454889,32542.46828,33884.98727,109694.23,60000,-0.045757491,4242.640687,3050.770395,2896.936485
Ecuador,1996,77700,-0.91613966,48277.71549,39186.85568,38934.93017,11775.221,1.805630654,150.3429225,0.007771799,5899.241,1.795654729,74.90382133,0.00772924,4874.725,0.824826016,28.43134946,0.003567481,28.85059962,7987,857,0.053,20.9,26.85,15,13.64,15.46,26.45,235.88,26.35,71.15,0.01,153324,0.006430153,1617.153209,2440.578278,4724.635039,1430000,0.073320921,185969.0835,163917.6623,149226.8966,148663,0.076341696,20202.04074,35047.06502,28670.16846,547857,0.032718871,30312.9606,29531.92145,24246.87569,603410,0.01421072,14192.34021,133734.2977,110678.4727,54000,0.030734617,2800.142853,3174.586797,2766.658875
Ecuador,1997,9425,0.035806488,572.7564928,38681.12421,44233.31159,11987.838,1.767249441,149.8041071,0.007608037,6005.171,1.757851691,74.64360604,0.00756793,4914.933,0.749328628,26.04203564,0.003242161,28.94090449,8012,863,1.24,22.02,27.95,16.15,16.53,16.46,26.69,345.36,39.48,105.61,0,155611,0.007171676,1832.11367,4449.848799,6696.65175,1693000,0.00964011,26870.05769,29022.9794,47067.32766,177233,-0.21707149,49297.36346,35009.48118,37814.05431,590726,-0.043759443,40037.09306,28310.84335,163037.5092,623481,-0.212232661,170424.7551,120518.2743,107273.7617,57960,0.017030457,1639.073519,2400.466899,7387.091873
Ecuador,1998,10235,0.875409069,47085.53345,44282.9789,44809.82725,12199.693,1.740642162,150.1562463,0.007494474,6110.733,1.731330759,74.80977613,0.007454726,4951.762,0.666651588,23.34230195,0.002885623,32.32001933,8027,860,1.311,22.15,28.07,16.28,16.32,16.39,26.71,349.59,38.14,102.79,0.01,158202,0.016372725,4297.795016,6206.943397,12648.82926,1731000,0.004740981,13435.02884,38991.45205,59556.69568,107516,0.138788617,28626.51093,43148.37847,45695.46999,534105,0.022617083,20189.31282,178779.2979,145986.9349,382464,0.116652093,83332.53416,102907.0244,113645.4605,60278,-0.036038038,3394.11255,8582.345911,8565.81584
Ecuador,1999,76824,0.088092708,12215.97675,18258.66165,16549.79971,12412.046,1.727845675,151.6468274,0.007439847,6216.53,1.718901059,75.55860221,0.00740166,4984.773,0.579123663,20.41275856,0.002507847,32.51328716,8075,857,0.202,20.88,26.93,14.89,13.82,15.38,25.44,275.44,29.16,79.2,0.02,164280,0.016432516,4479.521459,12027.30894,17305.92934,1750000,0.013679697,39597.97975,56500.73746,74350.17086,148000,0.117000169,32356.4992,31333.96561,28558.3794,562657,-0.370548516,228354.4781,163132.7303,154649.5997,500314,0.069777043,61661.12553,127139.5215,117106.2467,55478,0.114115539,11788.88426,9724.624483,8641.128476
Ecuador,2000,94100,0.080732272,13593.42076,10106.75899,8415.540288,12626.507,1.734557309,154.8662846,0.0074685,6323.386,1.7264959,77.19696862,0.007434085,5013.641,0.49381278,17.50654969,0.002139324,32.47704944,8066,853,0.244,20.84,26.89,14.85,14.11,15.55,25.68,262.82,29.26,78.18,0.01,170615,0.041085964,11970.6107,16024.18176,16047.27099,1806000,0.013495109,40305.08653,88314.37777,108155.2809,193759,0.030720013,10042.33051,8396.233342,7811.792128,239715,0.265149909,142622.0236,111687.5486,97481.68874,587516,-0.241316347,177101.2573,143418.1736,132216.5125,72150,0.002029782,239.002092,715.939476,849.337536
Ecuador,2001,113324,-0.016409578,2971.262695,2519.011182,2552.037536,12845.521,1.752268359,159.1612512,0.0075441,6432.559,1.745090873,79.37556462,0.007513464,5038.399,0.878017005,31.28098979,0.003796537,31.34562732,7785,845,0.478,20.98,27.02,14.98,14.07,15.52,25.88,256.05,27.64,73.74,0,187544,0.033634861,10678.72661,9655.598238,8832.028834,1863000,-0.042398367,122528.1702,123049.276,107594.4417,207961,0.001374044,465.9833688,1563.081678,1482.001125,441413,-0.234180902,130093.5056,93864.06115,81119.52266,337057,0.23823404,174163.2286,155772.5281,185444.3781,72488,0.006163009,732.5626253,753.1668695,717.77219
Ecuador,2002,109122,-0.00121956,216.374675,919.2618416,24409.37592,13070.609,1.764072355,163.0411461,0.007594478,6544.813,1.757193063,81.32081537,0.007565119,5082.637,1.146983347,41.22220402,0.004952935,30.1578354,7490,836,0.777,21.48,27.42,15.59,15.42,15.95,26.06,266.69,30.41,78.58,0.01,202646,0.006111829,2030.810676,2015.670939,2565.215715,1689719,-0.016955777,45749.10164,90044.66929,73843.81873,208620,0.004796824,1638.366412,1682.163587,1417.33303,257433,0.171112553,87903.9795,82431.17608,67566.57363,583361,0.030237151,29743.03254,106481.7192,106836.1782,73524,0.00252667,303.3488091,284.4192914,628.3238947
Ecuador,2003,108816,-0.00569252,1001.970309,27985.92041,41362.29161,13301.184,1.754798671,165.0450867,0.007554899,6659.818,1.747585294,82.29732984,0.007524111,5140.934,1.136252673,41.30493552,0.004906858,29.19149622,7250,875,0.83,21.33,27.31,15.39,14.49,15.63,26.03,249.36,29.55,76.26,0.01,205518,0.002137486,717.0062761,1699.179017,2248.409808,1625020,0.045117505,125793.5893,89010.51662,137345.2562,210937,-0.006787367,2312.946281,1658.094991,45290.73882,381748,0.034559033,22358.00931,37340.33533,31682.54375,625424,0.09880077,112972.3291,93311.83935,76189.17004,73953,0.000639639,77.07463915,583.6531504,5349.767557
Ecuador,2004,107399,-0.25538979,33763.64169,42320.95758,34806.19964,13534.593,1.739387361,166.4663713,0.007489118,6776.204,1.731013411,82.94150411,0.007453371,5199.348,1.149990345,42.27932866,0.004965846,30.30681269,7527,965,0.835,21.34,27.22,15.5,15.16,15.64,26.95,230.27,27.34,70.89,0.02,206532,0.004813856,1627.75981,1992.476851,12358.54537,1802919,-0.020529333,58860.98268,116062.7664,96175.6067,207666,0.004386262,1490.581095,52711.07141,64787.70519,413367,-0.086180946,52610.15873,38245.14057,41222.48446,785191,0.00201196,2578.111324,30876.86165,91412.07501,74062,0.005546888,673.1656557,6058.965038,7024.779854
Ecuador,2005,59650,-0.413882612,25915.46353,19953.4667,18640.8322,13770.012,1.736011559,169.0331689,0.007474708,6893.501,1.725523794,84.10964452,0.007429935,5259.14,1.16857509,43.45666145,0.005045633,30.19809953,7500,1055,0.837,21.21,27.11,15.36,15.28,15.76,27.55,219.38,25.37,67.07,0.02,208834,0.003450893,1178.039897,13568.49925,18875.26526,1719677,0.054354706,162123.3215,117331.4741,132904.7127,209774,0.155369595,63799.41644,65025.29527,57390.32082,338965,0.027103246,15434.72682,21786.01349,40276.47721,788837,-0.031511966,39039.36539,109604.0548,89941.20556,75014,0.054276602,7061.168317,6798.975315,6939.67211
Ecuador,2006,23000,0.378634853,22627.417,21548.39515,20404.24792,14009.061,1.732978392,171.6671417,0.007461759,7012.45,1.720083566,85.29121995,0.007406708,5320.597,1.179736033,44.38438555,0.005093542,29.97262039,7444,1145,0.808,21.31,27.22,15.45,16.09,15.93,27.62,246.19,28.73,76.69,0,210500,0.044334886,15997.58382,18906.05437,23201.50072,1948954,-0.036699941,111672.6668,110601.3451,94106.25125,300000,0.049218023,25455.84412,18514.04886,22801.52664,360793,-0.055896173,30810.05667,47077.98712,40930.05784,733627,0.109934442,149429.3405,107554.3154,88195.47358,85000,0.015063746,2121.320344,3000,3720.215048
Ecuador,2007,55000,0.065817284,6363.961031,6658.328118,6652.067348,14251.835,1.718810244,173.2142913,0.007401272,7133.07,1.70365635,85.92973737,0.007336567,5383.366,1.177924741,44.83905521,0.005085767,29.84377517,7412,1235,0.818,20.79,26.76,14.87,15.15,15.8,27.08,236.19,26.85,70.45,0.01,233124,0.026952245,10554.27582,16050.845,14253.47802,1791025,0.048822724,150683.0409,113971.5956,147012.2065,336000,-0.013782948,7421.792775,14757.55865,24991.48025,317221,-0.075303091,35708.18534,25426.10006,52551.8026,944952,-0.069882081,99312.44031,79176.14713,91845.802,88000,0.01455872,2121.320344,2802.379941,9836.496666
Ecuador,2008,64000,0.026328939,2828.427125,3055.050463,5887.840578,14496.797,1.696712729,173.9263479,0.007306915,7254.593,1.680452646,86.20338769,0.007237471,5446.778,1.160355719,44.69056278,0.005010348,29.9766468,7445,1325,0.702,21.08,27.03,15.19,16.01,16.04,27.49,261.44,28.57,76.86,0,248050,0.029034288,12126.8813,8793.605631,8821.410979,2004123,-0.007976743,25791.01274,95670.68992,195769.8152,325504,0.037233838,20603.67739,28502.8765,32384.55979,266722,0.031505165,14190.21888,64320.8243,54055.20412,804503,0.003699842,4867.015975,101759.3284,96105.22031,91000,0.012234456,1838.477631,10301.45621,17987.68097
Ecuador,2009,68000,0.012589127,1414.213562,5291.502622,5259.911279,14742.766,1.674170234,174.5273886,0.007210637,7376.503,1.658631468,86.51380757,0.007144259,5509.98,1.128134766,43.95375752,0.004871997,30.33660815,7534.4,1415,0.961,21.61,27.61,15.65,16,16.22,27.85,247.37,27.02,72.59,0,265200,-0.008600172,3676.955262,4059.556626,3328.163107,1967649,0.038198644,127919.1523,216675.4255,177836.4176,354642,0.032846949,19702.11624,22536.91231,19736.11219,286790,0.129921339,70717.04208,50021.27332,48534.74694,811386,0.083809957,122124.4122,94277.17913,218952.8373,93600,0.070116836,11596.55121,18229.64618,26894.36124
Ecuador,2010,70000,0.046996563,5656.854249,6110.100927,5259.911279,14989.585,1.655436091,175.463598,0.007130608,7498.852,1.642971484,87.11838387,0.007077353,5572.14,1.186653602,46.75531459,0.005123233,30.18883878,7497.7,1500,1.087,21.36,27.39,15.38,15.85,16.13,28.08,248.25,29.1,74.55,0.01,260000,0.013161446,5656.854249,4041.452709,3816.083289,2148554,0.047907327,177183.2817,148546.2792,137341.566,382505,0.018615423,11845.4528,8470.89582,32549.82068,386799,-0.057236965,33772.12698,50880.50041,41783.69436,984096,-0.009293039,14731.86268,205715.7418,173245.5605,110000,0.072550667,14142.13562,23065.12519,29341.38147
Ecuador,2011,78000,-0.072550667,8485.281374,6429.100507,19704.8277,15237.728,1.615431119,174.0578697,0.006959664,7622.056,1.607191026,86.6212878,0.006924445,5638.262,1.221174185,48.68642321,0.005271371,29.57843453,7346.1,1535,0.783,21.16,27.14,15.22,15.76,15.88,27.86,243.67,28.09,73.45,0,268000,-0.004888904,2121.313272,3774.912582,16751.20094,2399129,-0.050531045,186333.9506,141479.2199,163361.5593,399257,-0.006781536,4374.162548,34238.29993,44584.70729,339038,-0.075250398,38139.57201,33306.40135,55912.64485,963262,0.139954367,258992.0007,183995.4718,296414.184,130000,0.079181246,18384.77631,23544.28452,20758.53238
Ecuador,2012,66000,0.012964977,1414.213562,19839.21016,19826.24271,15483.883,1.54422505,169.073474,0.00665523,7744.557,1.53963616,84.31399838,0.006635603,5707.115,1.19363286,48.16952815,0.005153187,30.22588178,7506.9,1570,0.663,21.37,27.34,15.45,15.92,16.1,27.69,277.65,32.71,82.94,0,265000.01,-0.007438146,3181.980515,18142.07673,23922.26166,2135613,0.04277032,156288.2763,151708.5126,208776.4068,393071,0.063754147,43948.80777,47041.0717,50878.4881,285100.5,0.083980204,43007.29509,68105.67955,60335.941,1329532,-0.052855182,107727.7181,251058.6001,316407.6768,156000,0.054848668,14849.2424,10692.67662,8846.830083
Ecuador,2013,68000,-0.31821145,24974.19127,20386.77359,16699.24203,15722.989,1.494658554,166.1736291,0.006443187,7863.795,1.49317219,83.02847825,0.006436827,5775.237,1.166151277,47.6222275,0.005035228,30.25044291,7513,1605,0.491,21.12,27.05,15.22,15.65,16.07,27.61,247.67,27.54,74.83,0,260500.01,-0.05112618,20456.88202,23123.56152,21694.33554,2356638,-0.057140488,205437.8545,254228.5252,228473.5565,455224,0.027797669,21276.84305,28048.88637,39406.48873,345922,0.085366638,53131.16208,38432.60804,35789.98337,1177182,0.151275337,346851.376,357739.9035,378584.452,177000,-0.017524345,4949.747468,6118.695215,4995.893723
Ecuador,2014,32681,0.000210311,11.19350035,5253.163064,4304.103547,15957.994,1.490839011,168.2263601,0.006426843,7981.215,1.49115141,84.15419224,0.00642818,5842.585,1.140060436,47.09967559,0.004923209,22.04461266,5475,1640,1.011,21.65,27.61,15.73,16.61,16.39,27.61,264.3,31.54,79.31,0,231569.61,-0.032671813,11866.48215,9848.389392,8084.831888,2066105,-0.04798066,152809.3109,113131.3706,102466.9105,485314,0.02262834,18354.37072,31535.28483,37672.7062,421060.81,-0.024985292,16645.51283,14053.0787,21549.18854,1667703.92,0.050540464,145537.241,405586.1338,335534.0378,170000,-0.013472819,3671.885307,3186.244706,2601.557909
Ecuador,2015,32697,0.106541837,6428.180469,4725.242187,6715.386931,16195.902,1.504596657,172.3099018,0.00648571,8100.227,1.504883752,86.19560952,0.006486938,5909.194,1.112723664,46.49439218,0.004805809,23.30890643,5789,1675,1.393,22.14,28.1,16.23,17.42,16.9,28.13,280.69,30.93,82.91,0,214787.87,-0.001092306,381.5123927,4258.958936,3927.667857,1850000,0.011581873,35355.33906,28867.51346,23570.22604,511271,0.030187248,26022.94376,44294.00335,48482.49178,397520.5,0.0265591,17726.4104,22715.36547,67554.24072,1873524.66,-0.234791646,553252.0765,392116.9941,328023.391,164807.17,0.015009009,4097.83936,2931.08417,2393.220204
Ecuador,2016,41788,-0.076907123,4795.46384,8179.684376,7206.705142,16439.585,1.565483557,181.9802941,0.006746141,8222.126,1.563756138,90.91554728,0.006738754,5974.947,1.085599588,45.86577425,0.004689291,22.2096956,5516,1710,1.55,21.96,27.88,16.09,17.07,16.53,28.54,262.73,32.08,80.13,0.01,214248.33,0.015200751,5396.419751,4092.047965,8943.587997,1900000,-0.011581873,35355.33906,25458.7535,23069.70563,548073,-0.076188219,62357.62571,56847.81433,47682.86582,422589.43,-0.04929744,32064.76816,78800.78567,76025.72516,1091108.07,0.119318653,243950.199,176004.4052,173936.8552,170602.39,-0.005462922,1507.933495,1401.849773,1251.19625
Ecuador,2017,35006,-0.137534189,6718.928635,7152.118975,6589.010456,16696.944,1.908900216,225.3747302,0.008212115,8350.7,1.90344522,112.39533,0.008188867,6039.811,1.01400524,43.30604771,0.004381591,22.50765019,5590,1710,1.155,21.76,27.69,15.87,16.55,16.22,28.11,297.1,36.29,90.45,0,221880.02,-0.002465501,888.1614725,8255.525842,10127.51453,1850000,0.003895045,11785.11538,9052.012113,34954.06937,459886,-0.017393022,12766.10583,32591.13513,27918.79518,377243,-0.146544521,76397.23085,60682.09043,70764.79985,1436105.75,-0.03525022,79166.79134,80270.17162,85066.19387,168469.85,-0.001316814,360.6527427,283.5827511,242.3649656
Ecuador,2018,25504,0.190150609,9907.075121,7637.881566,8208.658147,17015.672,1.928034344,231.9791075,0.008293649,8509.651,1.916835367,115.3404297,0.00824593,6101.055,0.941722374,40.62682011,0.004070711,21.9358995,5448,1710,0.967,21.53,27.49,15.62,15.98,15.99,27.94,271.78,32.45,83.93,0.01,220623.97,0.028355827,10525.69456,10592.62864,8814.731391,1866666.67,-0.003376321,10221.7235,41893.60487,37693.39604,441832,0.058120202,44737.23183,33965.19507,31348.39675,269201,0.009801582,4344.937825,78602.77731,73800.24636,1324147,0.048257985,110042.0008,95894.57891,182530.7194,167959.81,0.000103907,28.41862154,23.20370732,18.94574776
Ecuador,2019,39515,-0.161582577,8680.902465,9830.434692,9830.434692,17343.74,1.411777391,173.1386309,0.006088394,8672.767,1.353443486,83.00090108,0.005838508,6158.51,0.868570482,37.82384883,0.003755866,21.46078273,5330,1710,1.279,22,27.96,16.08,16.26,16.35,28.06,297.09,35.94,88.64,0.01,235509.55,0.010227396,3968.24083,6058.993661,6058.993661,1852210.97,-0.015331422,45428.71155,42123.26182,42123.26182,505100,-0.048193777,37514.13606,35737.53641,35737.53641,275345.67,0.171115275,94022.31285,86957.67848,86957.67848,1479769.89,-0.05462228,123662.9988,197664.7026,197664.7026,168000,0,0,7.736493607,7.736493607
